uuid,brand,name,lat,lng,address,province,city,phone,business_hours,opened_at,status,raw_source
d2123d0b-5b56-47fc-8486-3f92f339494f,DJI,赣州经开万达授权体验店,25.843177,114.911959,江西省赣州市赣州经济技术开发区金岭大道18号万达广场室内步行街1F层100号商铺,江西省,赣州市,18870122007,"周一至周四 10:00-22:00,周五至周日 10:00-22:30",2025-12-03,营业中,"{""token"": ""60037218"", ""name"": ""赣州经开万达授权体验店"", ""state"": ""江西省"", ""city"": ""赣州市"", ""district"": ""章贡区"", ""address"": ""江西省赣州市赣州经济技术开发区金岭大道18号万达广场室内步行街1F层100号商铺"", ""google_lon"": 114.907261, ""google_lat"": 25.846393, ""baidu_lon"": 114.907261, ""baidu_lat"": 25.846393, ""business_hour"": ""周一至周四 10:00-22:00,周五至周日 10:00-22:30"", ""contact_number"": ""18870122007"", ""email"": ""501817476@qq.com"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E8%B5%96%E7%B2%AE%E5%8D%8E-20251107154837.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
de1c8d3c-e1b5-41e1-afb2-22de21039ed6,DJI,无锡荟聚授权体验店,31.580542,120.400006,江苏省无锡市锡山区团结中路3号无锡荟聚购物中心02D04大疆,江苏省,无锡市,18921301506,10:00-22:00,2025-12-03,营业中,"{""token"": ""60026187"", ""name"": ""无锡荟聚授权体验店"", ""state"": ""江苏省"", ""city"": ""无锡市"", ""district"": ""锡山区"", ""address"": ""江苏省无锡市锡山区团结中路3号无锡荟聚购物中心02D04大疆"", ""google_lon"": 120.3953, ""google_lat"": 31.5823, ""baidu_lon"": 120.3953, ""baidu_lat"": 31.5823, ""business_hour"": ""10:00-22:00"", ""contact_number"": ""18921301506"", ""email"": ""wx_bbbzx_dji@xgngroup.cn"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/2-20241224171045.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
8859c2c4-374c-40ba-a15e-2c1ef85e1778,DJI,重庆龙湖时代天街E馆授权体验店,29.541001,106.517782,渝中区大坪长江路174号龙湖时代天街E馆2F-36,重庆市,重庆市,"18523672079,023-63525867",10:00—22:00,2025-12-03,营业中,"{""token"": ""A0400310"", ""name"": ""重庆龙湖时代天街E馆授权体验店"", ""state"": ""重庆市"", ""city"": ""重庆市"", ""district"": ""渝中区"", ""address"": ""渝中区大坪长江路174号龙湖时代天街E馆2F-36"", ""google_lon"": 106.513975, ""google_lat"": 29.543761, ""baidu_lon"": 106.521971, ""baidu_lat"": 29.540223, ""business_hour"": ""10:00—22:00"", ""contact_number"": ""18523672079,023-63525867"", ""email"": null, ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_1137_06-20250715114914.png"", ""website"": null, ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
c01258eb-43ac-4d3d-a70f-c173a09fdda6,DJI,长沙尼美佳摄影城照材售点,28.187785,113.015068,湖南省长沙市芙蓉区解放东路46号湖南摄影城（科佳摄影城）1楼1号-2号,湖南省,长沙市,"15073177769,82295958",周一到周天 9:00-21:00,2025-12-03,营业中,"{""token"": ""A1000709"", ""name"": ""长沙尼美佳摄影城照材售点"", ""state"": ""湖南省"", ""city"": ""长沙市"", ""district"": ""芙蓉区"", ""address"": ""湖南省长沙市芙蓉区解放东路46号湖南摄影城（科佳摄影城）1楼1号-2号"", ""google_lon"": 113.009392, ""google_lat"": 28.191108, ""baidu_lon"": 113.009392, ""baidu_lat"": 28.191108, ""business_hour"": ""周一到周天 9:00-21:00"", ""contact_number"": ""15073177769,82295958"", ""email"": ""nimeijia@126.com"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/7-20241217153835.png"", ""website"": null, ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""7"", ""channel_type"": ""New type of lighting material"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
dbd501a2-9b24-4807-a2c8-6eec28a920cf,DJI,海口友谊阳光城授权体验店,20.022045,110.328365,海南省海口市龙华区金龙路2号友谊阳光城1层1022号商铺,海南省,海口市,19907667725,"周日~周四10:00~22:30,周五和周六10:00~23:00",2025-12-03,营业中,"{""token"": ""A0400256"", ""name"": ""海口友谊阳光城授权体验店"", ""state"": ""海南省"", ""city"": ""海口市"", ""district"": ""龙华区"", ""address"": ""海南省海口市龙华区金龙路2号友谊阳光城1层1022号商铺"", ""google_lon"": 110.324011, ""google_lat"": 20.024099, ""baidu_lon"": 110.33127, ""baidu_lat"": 20.029869, ""business_hour"": ""周日~周四10:00~22:30,周五和周六10:00~23:00"", ""contact_number"": ""19907667725"", ""email"": null, ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%B5%B7%E5%8F%A3%E5%8F%8B%E8%B0%8A%E9%98%B3%E5%85%89-20240927164127.jpeg"", ""website"": null, ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
da1c5812-4400-4707-88af-af48c22f105c,DJI,成都科华王府井授权体验店,30.617579,104.082527,四川省成都市武侯区科华中路2号第1层L01128号商铺,四川省,成都市,19150048352,10:00-22:00,2025-12-03,营业中,"{""token"": ""60037318"", ""name"": ""成都科华王府井授权体验店"", ""state"": ""四川省"", ""city"": ""成都市"", ""district"": ""武侯区"", ""address"": ""四川省成都市武侯区科华中路2号第1层L01128号商铺"", ""google_lon"": 104.08, ""google_lat"": 30.62, ""baidu_lon"": 104.08, ""baidu_lat"": 30.62, ""business_hour"": ""10:00-22:00"", ""contact_number"": ""19150048352"", ""email"": ""19150048352@189.cn"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E4%BD%95%E8%8B%A6-20251118105302.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
a1bded85-5e0a-473c-b9b7-adfe48476be8,DJI,济宁龙贵购物广场授权体验店,35.430526,106.608191,山东省济宁市任城区金宇路69号济宁龙贵购物广场店一楼204F1L017号铺位,山东省,济宁市,13225375273,9:00-22:00,2025-12-03,营业中,"{""token"": ""60037594"", ""name"": ""济宁龙贵购物广场授权体验店"", ""state"": ""山东省"", ""city"": ""济宁市"", ""district"": ""任城区"", ""address"": ""山东省济宁市任城区金宇路69号济宁龙贵购物广场店一楼204F1L017号铺位"", ""google_lon"": 106.60411, ""google_lat"": 35.43115, ""baidu_lon"": 106.60411, ""baidu_lat"": 35.43115, ""business_hour"": ""9:00-22:00"", ""contact_number"": ""13225375273"", ""email"": ""466708887@qq.com"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%BC%A0%E5%A9%B7-20251126150452.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
62cb218c-ef07-4ce5-b543-cab38c914ac0,DJI,苏州大悦城授权体验店,31.375871,120.621522,江苏省苏州市相城区元和街道御窑路1999号苏州大悦春风里1楼-61号,江苏省,苏州市,13914064409,周一至周日 10:00~22:00,2025-12-03,营业中,"{""token"": ""A0400327"", ""name"": ""苏州大悦城授权体验店"", ""state"": ""江苏省"", ""city"": ""苏州市"", ""district"": ""相城区"", ""address"": ""江苏省苏州市相城区元和街道御窑路1999号苏州大悦春风里1楼-61号"", ""google_lon"": 120.617341, ""google_lat"": 31.378023, ""baidu_lon"": 120.61303, ""baidu_lat"": 31.40765, ""business_hour"": ""周一至周日 10:00~22:00"", ""contact_number"": ""13914064409"", ""email"": """", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_945_06-20250609121901.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
9bb0d55b-5997-433f-b573-61e94f8793b5,DJI,深圳益田假日广场授权体验店,22.534033,113.980477,广东省深圳市南山区沙河街道华夏街社区深南大道9028号益田假日广场B1-36,广东省,深圳市,"0755-86545054,19926693195",10:00-22:00,2025-12-03,营业中,"{""token"": ""A0100107"", ""name"": ""深圳益田假日广场授权体验店"", ""state"": ""广东省"", ""city"": ""深圳市"", ""district"": ""南山区"", ""address"": ""广东省深圳市南山区沙河街道华夏街社区深南大道9028号益田假日广场B1-36"", ""google_lon"": 113.975542, ""google_lat"": 22.536973, ""baidu_lon"": 113.981995, ""baidu_lat"": 22.543285, ""business_hour"": ""10:00-22:00"", ""contact_number"": ""0755-86545054,19926693195"", ""email"": null, ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_1472_06-20250902113206.jpeg"", ""website"": null, ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
4acda2ee-6c03-4b3f-aa91-372cd8dd929a,DJI,莆田追宇三信电子城照材售点,25.435684,119.012441,福建省莆田市城厢区龙桥街道三信电子城二楼D263,福建省,莆田市,"15880322990,18559336332",周一至周日 09:00-21:30,2025-12-03,营业中,"{""token"": ""A1000559"", ""name"": ""莆田追宇三信电子城照材售点"", ""state"": ""福建省"", ""city"": ""莆田市"", ""district"": ""城厢区"", ""address"": ""福建省莆田市城厢区龙桥街道三信电子城二楼D263"", ""google_lon"": 119.007708, ""google_lat"": 25.438462, ""baidu_lon"": 119.007708, ""baidu_lat"": 25.438462, ""business_hour"": ""周一至周日 09:00-21:30"", ""contact_number"": ""15880322990,18559336332"", ""email"": ""2298553419@qq.com"", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/7-20250227175142.jpeg"", ""website"": null, ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""7"", ""channel_type"": ""New type of lighting material"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
1e48df5d-ece5-45c2-9d8e-c5fd69775848,DJI,徐州金鹰彭城广场授权体验店,34.265541,117.192747,江苏省徐州市鼓楼区中山北路2号金鹰国际购物中心A-7楼-009号,江苏省,徐州市,13852146380，0516-83618286,"周一至周四：10:00~21:30,周五至周日： 10:00~22:00",2025-12-03,营业中,"{""token"": ""A0400295"", ""name"": ""徐州金鹰彭城广场授权体验店"", ""state"": ""江苏省"", ""city"": ""徐州市"", ""district"": ""鼓楼区"", ""address"": ""江苏省徐州市鼓楼区中山北路2号金鹰国际购物中心A-7楼-009号"", ""google_lon"": 117.186977, ""google_lat"": 34.266765, ""baidu_lon"": 117.19337, ""baidu_lat"": 34.27253, ""business_hour"": ""周一至周四：10:00~21:30,周五至周日： 10:00~22:00"", ""contact_number"": ""13852146380，0516-83618286"", ""email"": """", ""wechat"": ""https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%A4%A7%E7%96%86-%E5%91%A8%E8%8B%A5%E6%96%B0%EF%BC%88%E5%BE%90%E5%B7%9E%E9%87%91%E9%B9%B0%E5%BD%AD%E5%9F%8E%E5%B9%BF%E5%9C%BA%E6%8E%88%E6%9D%83%E4%BD%93%E9%AA%8C%E5%BA%97%EF%BC%89-20230115124537.png"", ""website"": """", ""has_test_flight"": true, ""has_trade_in"": true, ""has_repair"": false, ""categories"": [""Offline_store""], ""store_type"": ""6"", ""channel_type"": ""ARS"", ""business_level"": null, ""distance"": null, ""sellable_products"": []}"
